	Locustag	Gene	Description	FeatureType	pcnB	WT	cluster
281	DN756_16235		thiamine-phosphate kinase	CDS	0.5220861671394508	0.5693189351305986	0
282	DN756_16260		hypothetical protein	CDS	0.5267280615410938	0.5377734514219875	0
283	DN756_16270	secF	protein translocase subunit SecF	CDS	0.626872236393694	0.5366120800906837	0
284	DN756_16275	secD	protein translocase subunit SecD	CDS	0.5704671627330888	0.5562999161031561	0
285	DN756_16280	yajC	preprotein translocase subunit YajC	CDS	0.5267646497925167	0.5480994053887713	0
286	DN756_16285		tRNA guanosine(34) transglycosylase Tgt	CDS	0.5656693822461779	0.5723101416837076	0
287	DN756_16290	queA	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	CDS	0.5364855814677043	0.5830565895028926	0
288	DN756_16300		peroxiredoxin C	CDS	0.5487957691958946	0.532662152976145	0
289	DN756_04670		hypothetical protein	CDS	0.5541437381076736	0.46976802326612116	0
290	DN756_16325		maltodextrin glucosidase	CDS	0.44746962351259423	0.6993755545935745	0
291	DN756_17000		dimethyl sulfoxide reductase subunit A	CDS	0.5617378913405173	0.539814935420249	0
292	DN756_04505		glycine dehydrogenase	CDS	0.5635859724487512	0.637108418059654	0
293	DN756_04495		aminomethyltransferase	CDS	0.5909392312444567	0.6223748675950186	0
294	DN756_16805		DUF481 domain-containing protein	CDS	0.6084250783693292	0.5734430380696753	0
295	DN756_16810	rplS	50S ribosomal protein L19	CDS	0.5860551024330862	0.5693546881732773	0
296	DN756_16815	trmD	tRNA (guanosine(37)-N1)-methyltransferase TrmD	CDS	0.5886911799701259	0.5659025861231028	0
297	DN756_04335		glutathione synthase	CDS	0.5245620874294517	0.5666716757924818	0
298	DN756_16820	rimM	ribosome maturation factor RimM	CDS	0.5602412436774714	0.572388233254331	0
299	DN756_16825		30S ribosomal protein S16	CDS	0.5568614381186419	0.5678235932772462	0
300	DN756_16845		S-ribosylhomocysteine lyase	CDS	0.501130621317322	0.6093761467957314	0
301	DN756_16895		alanine--tRNA ligase	CDS	0.5325395138006465	0.5344118486702046	0
302	DN756_04310		type IV pilus twitching motility protein PilT	CDS	0.5812006168241479	0.5772628623394529	0
303	DN756_16900	recX	recombination regulator RecX	CDS	0.4887405662754525	0.5973959098301467	0
304	DN756_16930		fucose isomerase	CDS	0.6295364610760545	0.6063052258277497	0
305	DN756_04295		YggT family protein	CDS	0.5146178882719579	0.5401067921235725	0
306	DN756_16935		glycerol kinase	CDS	0.6567163639751985	0.5138669305222331	0
307	DN756_16940		transketolase family protein	CDS	0.5700472549492046	0.5819416826718329	0
308	DN756_16950		ABC transporter permease	CDS	0.5299588328289809	0.5343459194594312	0
309	DN756_16985	dmsD	Tat proofreading chaperone DmsD	CDS	0.52249146242021	0.5435505620932665	0
310	DN756_16990		dimethylsulfoxide reductase	CDS	0.5798848403837075	0.5699597421613671	0
311	DN756_16800		anaerobic C4-dicarboxylate transporter	CDS	0.7056753885632167	0.5445744332462065	0
312	DN756_04500	gcvH	glycine cleavage system protein GcvH	CDS	0.5823495682628059	0.6227254675969136	0
313	DN756_04360	metK	methionine adenosyltransferase	CDS	0.6743177167984936	0.45253294157205576	0
314	DN756_04375		IS200/IS605-like element IS1541B family transposase	CDS	0.5950793026403887	0.5632886621285688	0
315	DN756_04490		hypothetical protein	CDS	0.5279020439209307	0.5302434409200673	0
316	DN756_16580		methylthioribulose 1-phosphate dehydratase	CDS	0.5712515348061696	0.4748583046461725	0
317	DN756_16585		pyridoxal phosphate-dependent aminotransferase	CDS	0.4129107362590519	0.8042330529636802	0
318	DN756_16590		amidohydrolase	CDS	0.711313516669507	0.38932940209597927	0
319	DN756_16595		allantoate amidohydrolase	CDS	0.6872619766864008	0.5786389102612973	0
320	DN756_16600		alanine--glyoxylate aminotransferase family protein	CDS	0.6662260984358714	0.5831451332822181	0
321	DN756_16605		amino acid ABC transporter ATP-binding protein	CDS	0.652753024630059	0.6004279424508109	0
322	DN756_04445		phosphoglycerate dehydrogenase	CDS	0.4761630518654926	0.5784465172368017	0
323	DN756_16635	hpxX	oxalurate catabolism protein HpxX	CDS	0.5540948296893339	0.5789456436194815	0
324	DN756_16640		AtzE family amidohydrolase	CDS	0.571211074850466	0.5214687674786767	0
325	DN756_16645	hpxZ	oxalurate catabolism protein HpxZ	CDS	0.615025664817164	0.575556581212674	0
326	DN756_16675	emrA	multidrug efflux MFS transporter periplasmic adaptor subunit EmrA	CDS	0.25908416080720015	0.9000401585101372	0
327	DN756_16680	emrB	multidrug efflux MFS transporter subunit EmrB	CDS	0.4975889405870834	0.5317368892522364	0
328	DN756_16700		bifunctional acyl-CoA synthetase/GNAT family N-acetyltransferase	CDS	0.5929475333856891	0.5998931721379116	0
329	DN756_16705		CDP-diacylglycerol--serine O-phosphatidyltransferase	CDS	0.46741619871870954	0.6615156436185435	0
330	DN756_16790		3-deoxy-7-phosphoheptulonate synthase	CDS	0.49908649993575205	0.5822624531754571	0
331	DN756_16795	yehT	two-component system response regulator YehT	CDS	0.6373076059210643	0.4291650354552879	0
332	DN756_04365		biosynthetic arginine decarboxylase	CDS	0.5750125770788872	0.5559571175186278	0
333	DN756_17890		DUF2285 domain-containing protein	CDS	0.7416415951909192	0.3775534930109191	0
334	DN756_14835		transposase	CDS	0.5724968078056903	0.5053656141401681	0
335	DN756_14765		succinate dehydrogenase iron-sulfur subunit	CDS	0.5720451245089976	0.49897597270625765	0
336	DN756_07760		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	CDS	0.602385986810847	0.5752929416306735	0
337	DN756_07755		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	CDS	0.5844846551685557	0.5338038083286869	0
338	DN756_07750	menF	isochorismate synthase MenF	CDS	0.5618572198147851	0.5712146068277495	0
339	DN756_07735		DUF883 domain-containing protein	CDS	0.5738820664896491	0.5259542673966672	0
340	DN756_07710		MFS transporter	CDS	0.6589771383719384	0.41601074558616863	0
341	DN756_07705		2-hydroxyacid dehydrogenase	CDS	0.6204667645553058	0.5333648582321004	0
342	DN756_07685		gluconate 5-dehydrogenase	CDS	0.7152737897078297	0.5143879272809966	0
343	DN756_07765	menB	1,4-dihydroxy-2-naphthoyl-CoA synthase	CDS	0.6035907135462252	0.5563194591529792	0
344	DN756_07680		gluconokinase	CDS	0.7124327533230619	0.47188043409824826	0
345	DN756_11195		CoA ester lyase	CDS	0.6449787306008595	0.5594478975731488	0
346	DN756_11200		MaoC family dehydratase	CDS	0.6428297866842111	0.5104871722781845	0
347	DN756_07635	nuoH	NADH-quinone oxidoreductase subunit NuoH	CDS	0.5869653292012901	0.45902201928896524	0
348	DN756_11205		acetyl-CoA hydrolase/transferase family protein	CDS	0.6629213504227864	0.5255311585124842	0
349	DN756_11260		carbohydrate ABC transporter permease	CDS	0.5502697879927423	0.521726211028573	0
350	DN756_11415		hypothetical protein	CDS	0.49554606561315734	0.6636252802599893	0
351	DN756_11445		hypothetical protein	CDS	0.45162755157225015	0.574465759323775	0
352	DN756_07675		DUF386 family protein	CDS	0.6580412491480646	0.5639855832709519	0
353	DN756_07770		o-succinylbenzoate synthase	CDS	0.6332558339586197	0.5130908138603172	0
354	DN756_07775		o-succinylbenzoate--CoA ligase	CDS	0.6716169136383396	0.4980819630923857	0
355	DN756_07780	ybiB	DNA-binding protein YbiB	CDS	0.5816782244426408	0.5401079225033305	0
356	DN756_10775	prmC	peptide chain release factor N(5)-glutamine methyltransferase	CDS	0.5791005392962839	0.49277546230397196	0
357	DN756_10795		4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	CDS	0.5684295528597642	0.5597216307975483	0
358	DN756_10800		ribose-phosphate pyrophosphokinase	CDS	0.5834063698538251	0.5740913884870191	0
359	DN756_07900		LysR family transcriptional regulator	CDS	0.5134286262933239	0.5628979824401917	0
360	DN756_10890		hypothetical protein	CDS	0.6289217488322247	0.5486971486298716	0
361	DN756_10900		DUF4034 domain-containing protein	CDS	0.7261681388338267	0.5161566505659579	0
362	DN756_07860		cation diffusion facilitator family transporter	CDS	0.6542550679521592	0.4318277473901927	0
363	DN756_07855	ompX	outer membrane protein OmpX	CDS	0.6254844607723871	0.46424424565665884	0
364	DN756_10905		hypothetical protein	CDS	0.7615547643600744	0.40460067447459963	0
365	DN756_10910		hypothetical protein	CDS	0.8502331126372373	0.32180249418872364	0
366	DN756_10920		glycosyl transferase	CDS	0.5853511481713386	0.49068802062540284	0
367	DN756_10965		HutD family protein	CDS	0.49413776817165245	0.6115564157336094	0
368	DN756_07830		transporter	CDS	0.6098258988419369	0.667156753667927	0
369	DN756_10970		formimidoylglutamate deiminase	CDS	0.48944727740216276	0.5799860355618262	0
370	DN756_07800		hypothetical protein	CDS	0.4672759335248579	0.6536321889588694	0
371	DN756_11045	phoH	phosphate starvation-inducible protein PhoH	CDS	0.5896410079297453	0.4862599270305559	0
372	DN756_07785		hypothetical protein	CDS	0.5382907092494617	0.5116030796847575	0
373	DN756_07550		phosphate acetyltransferase	CDS	0.5550838474776859	0.536661109501091	0
374	DN756_07545		LacI family DNA-binding transcriptional regulator	CDS	0.5194442632788602	0.5650466851572499	0
375	DN756_07540		PTS sugar transporter subunit IIA	CDS	0.4581203310414949	0.7885847313727571	0
376	DN756_07535		PTS sugar transporter subunit IIB	CDS	0.45343694390028133	0.7942147338476648	0
377	DN756_07300	ccmB	heme exporter protein CcmB	CDS	0.5366767633044829	0.5162776576042309	0
378	DN756_11985	flgC	flagellar basal body rod protein FlgC	CDS	0.613411128707028	0.4217327479145376	0
379	DN756_12020	flhA	flagellar biosynthesis protein FlhA	CDS	0.5944546253687607	0.535362973447287	0
380	DN756_07270		hypothetical protein	CDS	0.5840875045548678	0.5001126205258094	0
381	DN756_07265		alkylphosphonate utilization protein	CDS	0.6217873501152752	0.4387843150756211	0
382	DN756_12040		integrase	CDS	0.5146801072964133	0.5764222662107591	0
383	DN756_07245		TagK domain-containing protein	CDS	0.5105500509357962	0.5572091271808475	0
384	DN756_07240		hypothetical protein	CDS	0.5734926305061167	0.5195482510996753	0
385	DN756_12045		DUF2511 domain-containing protein	CDS	0.46250257670357525	0.5907477736555298	0
386	DN756_12055	yobA	CopC domain-containing protein YobA	CDS	0.47784799672032885	0.6050766516581562	0
387	DN756_12100		phosphoribosylglycinamide formyltransferase 2	CDS	0.5177241501897155	0.6854729106166547	0
388	DN756_12195		PTS mannose/fructose/sorbose transporter subunit IIC	CDS	0.4738705801427656	0.5679434182256081	0
389	DN756_12200		PTS mannose transporter subunit IID	CDS	0.47619193442065993	0.5895500387035078	0
390	DN756_07195		type 1 fimbrial protein	CDS	0.6513664640094209	0.5319463669588329	0
391	DN756_12205		DUF986 domain-containing protein	CDS	0.49424031440298616	0.6085222646853512	0
392	DN756_12225		hypothetical protein	CDS	0.6697663231412017	0.422383192512945	0
393	DN756_12240	cspC	cold shock-like protein CspC	CDS	0.5477578344328763	0.5333260406113555	0
394	DN756_07305		heme ABC transporter permease	CDS	0.5865184115008926	0.533676547173606	0
395	DN756_10735		extracellular solute-binding protein	CDS	0.5992332568396461	0.5094071134587349	0
396	DN756_07310	ccmD	heme exporter protein CcmD	CDS	0.5262755845969666	0.5310435084631064	0
397	DN756_07320		heme lyase CcmF/NrfE family subunit	CDS	0.6040253092533789	0.5150796573849399	0
398	DN756_07530		PTS ascorbate transporter subunit IIC	CDS	0.518848268239558	0.7413944827997401	0
399	DN756_07525		NUDIX hydrolase	CDS	0.513097562375677	0.5564512926534548	0
400	DN756_11490		oxidoreductase	CDS	0.5926207263177544	0.5609783208801794	0
401	DN756_07510		TIGR01777 family protein	CDS	0.6196287126729046	0.5856757026898476	0
402	DN756_11570		baseplate assembly protein	CDS	0.5346350266084875	0.5100932929085467	0
403	DN756_07480		amidophosphoribosyltransferase	CDS	0.5696293875998653	0.6651417544793503	0
404	DN756_07475		colicin V production protein	CDS	0.5433509981974048	0.6624055718788966	0
405	DN756_07470	dedD	cell division protein DedD	CDS	0.5151083533221144	0.5423647493579201	0
406	DN756_07465		bifunctional tetrahydrofolate synthase/dihydrofolate synthase	CDS	0.5223034334042798	0.55205843222087	0
407	DN756_07455		DedA family protein	CDS	0.5530306010250294	0.5728464995028127	0
408	DN756_07450	truA	tRNA pseudouridine(38-40) synthase TruA	CDS	0.5388486155636869	0.5646426110852921	0
409	DN756_07445		aspartate-semialdehyde dehydrogenase	CDS	0.5437930444369576	0.5774177075224617	0
410	DN756_11730		trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase	CDS	0.5601550432151192	0.4917082440261775	0
411	DN756_07420		type 1 fimbrial protein	CDS	0.634295202573323	0.5342547964547449	0
412	DN756_11875	fliN	flagellar motor switch protein FliN	CDS	0.5548328794701091	0.5092800847855563	0
413	DN756_07330		cytochrome c-type biogenesis protein CcmH	CDS	0.6954831134227872	0.49995932855200514	0
414	DN756_07325		thiol:disulfide interchange protein	CDS	0.6767816823506438	0.5370514155957253	0
415	DN756_07315		cytochrome c-type biogenesis protein CcmE	CDS	0.5769029336787117	0.5774158360167022	0
416	DN756_10725		ABC transporter permease	CDS	0.38545458153061446	0.6468585818416013	0
417	DN756_10720		ABC transporter ATP-binding protein	CDS	0.6156760648420679	0.46309729103171	0
418	DN756_07960		hypothetical protein	CDS	0.5152054917973288	0.6861035748570797	0
419	DN756_08535	dsrB	protein DsrB	CDS	0.5161726790926506	0.608297204089349	0
420	DN756_08530		cold-shock protein	CDS	0.661487720688956	0.4841227465129711	0
421	DN756_08525		beta-galactosidase	CDS	0.4945611223403335	0.5787166809528819	0
422	DN756_08510		Lrp/AsnC family transcriptional regulator	CDS	0.5533614640406623	0.5707255993112373	0
423	DN756_08490		transcriptional regulator	CDS	0.5456819927910112	0.5153662889598746	0
424	DN756_09225		transcriptional regulator slyA	CDS	0.6023051136418756	0.45942476863172854	0
425	DN756_09280		CMD domain-containing protein	CDS	0.47378472691875606	0.5919015405960554	0
426	DN756_09285	sapF	peptide ABC transporter ATP-binding protein SapF	CDS	0.5416190000361739	0.5404617955190806	0
427	DN756_08450	mnmA	tRNA 2-thiouridine(34) synthase MnmA	CDS	0.5277456285211989	0.5380159746920622	0
428	DN756_08445	hflD	lysogenization regulator HflD	CDS	0.566252978373846	0.5603170145781702	0
429	DN756_08440		adenylosuccinate lyase	CDS	0.6129943505761092	0.5748089058979676	0
430	DN756_08420		cupin domain-containing protein	CDS	0.5398617222026777	0.5582491686127827	0
431	DN756_09360	tyrR	transcriptional regulator TyrR	CDS	0.5372058977048345	0.5308417691642006	0
432	DN756_08405		N-acetylglucosamine kinase	CDS	0.5394779610490156	0.5477335399984148	0
433	DN756_08400		N-acetylglucosamine kinase	CDS	0.5695483657015648	0.5150880448892673	0
434	DN756_08395	lolE	lipoprotein-releasing ABC transporter permease subunit LolE	CDS	0.5521993076279506	0.5277944275367231	0
435	DN756_08355		alpha/beta hydrolase	CDS	0.4988379682977897	0.5832560421041568	0
436	DN756_09115	pykF	pyruvate kinase PykF	CDS	0.5543780192261203	0.5565012322571015	0
437	DN756_08350		beta-N-acetylhexosaminidase	CDS	0.5518458375208197	0.5375581879820243	0
438	DN756_08545		MgtC family protein	CDS	0.39712747406255283	0.760728471653445	0
439	DN756_09040		kinase/pyrophosphorylase	CDS	0.5155616132950178	0.5809031299601285	0
440	DN756_08815		carbohydrate ABC transporter permease	CDS	0.6022411087933756	0.5034881723535127	0
441	DN756_08825		pectate lyase	CDS	0.5522101724819622	0.548236705562849	0
442	DN756_08830	kduD	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD	CDS	0.5265724185281031	0.5675723502663459	0
443	DN756_08835		5-keto-4-deoxyuronate isomerase	CDS	0.6235379599690641	0.5413211679866874	0
444	DN756_08870		fructosamine kinase family protein	CDS	0.5659916599408066	0.6600371817498261	0
445	DN756_08930		translation initiation factor IF-3	CDS	0.5332584294092259	0.5198072681242691	0
446	DN756_08935		50S ribosomal protein L35	CDS	0.5650822744836185	0.5063727027919771	0
447	DN756_08940		50S ribosomal protein L20	CDS	0.5524541227199623	0.5088409838429461	0
448	DN756_08945		phenylalanine--tRNA ligase subunit alpha	CDS	0.5095744832382377	0.5486887472923102	0
449	DN756_08950		phenylalanine--tRNA ligase subunit beta	CDS	0.5702825875523156	0.5258702611225704	0
450	DN756_08980		UDP-4-amino-4-deoxy-L-arabinose aminotransferase	CDS	0.5630225880757301	0.5533432520055022	0
451	DN756_08985		undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	CDS	0.6043614850269337	0.5782668603591871	0
452	DN756_08990	arnA	bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA	CDS	0.5835127350796117	0.5548757514463585	0
453	DN756_08995		4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD	CDS	0.6245631338817356	0.4713217419665183	0
454	DN756_08585		DUF2339 domain-containing protein	CDS	0.6159333503187349	0.4355559200017485	0
455	DN756_08580	cheW	chemotaxis protein CheW	CDS	0.47192865831819913	0.5889813946434015	0
456	DN756_08575	cheA	chemotaxis protein CheA	CDS	0.46913363539994113	0.5877556148000573	0
457	DN756_09060		FAD-binding oxidoreductase	CDS	0.5534445998249389	0.5070557808151495	0
458	DN756_12265		DUF4060 family protein	CDS	0.4527708865108347	0.5804022686108192	0
459	DN756_09520		DNA gyrase	CDS	0.6018169713651356	0.4656588369457975	0
460	DN756_08320		PTS glucose transporter subunit IIBC	CDS	0.4509692903905383	0.5743859491799368	0
461	DN756_08125		hypothetical protein	CDS	0.4628737461279083	0.604806509409365	0
462	DN756_10070		anthranilate synthase component 1	CDS	0.6628591244921571	0.49876583195542806	0
463	DN756_10075		glutamine amidotransferase	CDS	0.5810034424976782	0.5189866152071134	0
464	DN756_10105	ompW	outer membrane protein OmpW	CDS	0.5884642497341004	0.58476098926407	0
465	DN756_08075	cas6f	type I-F CRISPR-associated endoribonuclease Cas6/Csy4	CDS	0.6156419795567093	0.4955217996027859	0
466	DN756_10155		hypothetical protein	CDS	0.693050863079405	0.6014300526433223	0
467	DN756_08055	cas3f	type I-F CRISPR-associated helicase Cas3	CDS	0.5721345011554936	0.5165498247124312	0
468	DN756_10220		bifunctional acetaldehyde-CoA/alcohol dehydrogenase	CDS	0.6103361535074613	0.5340482882043337	0
469	DN756_10245		UDP-glucose/GDP-mannose dehydrogenase family protein	CDS	0.5763725410221162	0.5055700139505207	0
